Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,04/06/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-5.00,ACH_DEBIT,1473.78,,
DEBIT,04/06/2017,"COMMUNITY FOOD CO-OP - BELLINGHAM WA 298250  04/06",-5.16,DEBIT_CARD,1478.78,,
DEBIT,04/06/2017,"TRANSFER TO SAV XXXXX9660 04/06",-25.00,ACCT_XFER,1483.94,,
DEBIT,04/06/2017,"UBER   *US APR05 MPXA 800-592-8996 CA        04/05",-12.20,DEBIT_CARD,1508.94,,
DEBIT,04/06/2017,"USCONNECT ADVGV VEND N FERNDALE WA           04/05",-2.25,DEBIT_CARD,1521.14,,
DEBIT,04/06/2017,"USCONNECT ADVGV VEND N FERNDALE WA           04/05",-2.25,DEBIT_CARD,1523.39,,
DEBIT,04/06/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA         04/05",-8.67,DEBIT_CARD,1525.64,,
DEBIT,04/06/2017,"ARAMARK TOPIOS BELLINGHAM WA                 04/03",-7.48,DEBIT_CARD,1534.31,,
DEBIT,04/04/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         04/03",-28.85,DEBIT_CARD,1541.79,,
DEBIT,04/04/2017,"USCONNECT ADVGV VEND N FERNDALE WA           04/03",-1.25,DEBIT_CARD,1570.64,,
DEBIT,04/03/2017,"PAYPAL           INST XFER  PATREON         WEB ID: PAYPALSI77",-2.00,ACH_DEBIT,1571.89,,
DEBIT,04/03/2017,"350.ORG 646-801-0759 NY                      04/01",-10.00,DEBIT_CARD,1573.89,,
DEBIT,04/03/2017,"ARAMARK TOPIOS BELLINGHAM WA                 03/31",-7.48,DEBIT_CARD,1583.89,,
DEBIT,04/03/2017,"ARAMARK STARBUCKS BELLINGHAM WA              03/31",-8.04,DEBIT_CARD,1591.37,,
DEBIT,04/03/2017,"APL* ITUNES.COM/BILL 866-712-7753 CA         03/31",-20.63,DEBIT_CARD,1599.41,,
DEBIT,03/31/2017,"Online Transfer to  SAV ...9660 transaction#: 6042639538",-50.00,ACCT_XFER,1620.04,,
DEBIT,03/31/2017,"BELLINGHAM BAR & GRILL BELLINGHAM WA         03/29",-11.75,DEBIT_CARD,1670.04,,
DEBIT,03/30/2017,"UBER   *US MAR29 CFXK 800-592-8996 CA        03/30",-7.76,DEBIT_CARD,1681.79,,
DEBIT,03/30/2017,"ARAMARK VIKING UNION MA BELLINGHAM WA        03/28",-6.28,DEBIT_CARD,1689.55,,
DEBIT,03/29/2017,"VENMO 855-812-4430 NY                        03/28",-65.00,DEBIT_CARD,1695.83,,
DEBIT,03/28/2017,"76 - STARVIN SAMS 14 BELLINGHAM WA           03/27",-29.74,DEBIT_CARD,1760.83,,
DEBIT,03/28/2017,"HAGGEN FOOD #43 BELLINGHAM WA                03/27",-48.23,DEBIT_CARD,1790.57,,
DEBIT,03/27/2017,"MYKONOS GREEK GRILL SEATTLE WA               03/25",-32.81,DEBIT_CARD,1838.80,,
DEBIT,03/27/2017,"BELLINGHAM GROC BELLINGHAM WA                03/25",-68.52,DEBIT_CARD,1871.61,,
DEBIT,03/27/2017,"WALLY S BARBERSHOP BELLINGHAM WA             03/25",-23.00,DEBIT_CARD,1940.13,,
DEBIT,03/27/2017,"ORANGE JULIUS #61456 BELLINGHAM WA           03/24",-3.97,DEBIT_CARD,1963.13,,
DEBIT,03/27/2017,"CINNABON FERNDALE WA                         03/24",-5.78,DEBIT_CARD,1967.10,,
CREDIT,03/27/2017,"KEY CR. TRANSFER ONLINE-BK  017083824841909 WEB ID: 9000000008",105.96,ACH_CREDIT,1972.88,,
DEBIT,03/24/2017,"OFFICE MAX/OFFI 1055 E BELLINGHAM WA 511691  03/24",-105.96,DEBIT_CARD,1866.92,,
DEBIT,03/23/2017,"SQ *JJ'S IN AND OUT Bellingham WA            03/22",-23.63,DEBIT_CARD,1972.88,,
CREDIT,03/23/2017,"KEY CR. TRANSFER ONLINE-BK  017081710412205 WEB ID: 9000000008",1136.67,ACH_CREDIT,1996.51,,
DEBIT,03/22/2017,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-43.47,ACH_DEBIT,859.84,,
DEBIT,03/22/2017,"CHEVRON 0094948 BELLINGHAM WA                03/21",-8.60,DEBIT_CARD,903.31,,
DEBIT,03/22/2017,"CHEVRON 0203477 SEATTLE WA                   03/21",-39.34,DEBIT_CARD,911.91,,
DEBIT,03/21/2017,"CHEVRON/SALMON SERVICE SEATTLE WA    640585  03/21",-5.52,DEBIT_CARD,951.25,,
DEBIT,03/21/2017,"WWU EMARKETS 360-650-3720 WA                 03/20",-85.00,DEBIT_CARD,956.77,,
DEBIT,03/20/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,1041.77,,
DEBIT,03/20/2017,"TOWN & COUNTRY 343 W BAINBRIDGE IS WA622213  03/19",-4.79,DEBIT_CARD,1046.76,,
DEBIT,03/20/2017,"TOWN & COUNTRY 343 W BAINBRIDGE IS WA453341  03/19",-13.50,DEBIT_CARD,1051.55,,
DEBIT,03/20/2017,"TACO DEL MAR 400021287 SEATTLE WA            03/19",-6.86,DEBIT_CARD,1065.05,,
DEBIT,03/15/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/13",-8.19,DEBIT_CARD,1071.91,,
DEBIT,03/15/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/13",-7.05,DEBIT_CARD,1080.10,,
DEBIT,03/15/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/13",-6.16,DEBIT_CARD,1087.15,,
DEBIT,03/14/2017,"BOOMERS DRIVE IN BELLINGHAM WA               03/12",-9.92,DEBIT_CARD,1093.31,,
DEBIT,03/13/2017,"LOVITT RESTAURANT BELLINGHAM WA              03/11",-36.25,DEBIT_CARD,1103.23,,
DEBIT,03/13/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/11",-5.60,DEBIT_CARD,1139.48,,
DEBIT,03/13/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/10",-5.60,DEBIT_CARD,1145.08,,
DEBIT,03/13/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/10",-6.57,DEBIT_CARD,1150.68,,
DEBIT,03/13/2017,"PIZZA TIME BELLINGHAM WA                     03/09",-17.75,DEBIT_CARD,1157.25,,
DEBIT,03/13/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/09",-7.44,DEBIT_CARD,1175.00,,
DEBIT,03/10/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,1182.44,,
DEBIT,03/08/2017,"WENDYS-SWL #4023 (9659) BELLINGHAM WA        03/08",-8.46,DEBIT_CARD,1187.43,,
DEBIT,03/08/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/06",-6.14,DEBIT_CARD,1195.89,,
DEBIT,03/07/2017,"WITHDRAWAL 03/07",-758.00,MISC_DEBIT,1202.03,,
CREDIT,03/07/2017,"KEY CR. TRANSFER ONLINE-BK  017065062546410 WEB ID: 9000000008",108.00,ACH_CREDIT,1960.03,,
DEBIT,03/06/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,1852.03,,
DEBIT,03/06/2017,"NON-CHASE ATM WITHDRAW               072817  03/06516 HIGH",-25.00,ATM,1854.53,,
DEBIT,03/06/2017,"TRANSFER TO SAV XXXXX9660 03/06",-25.00,ACCT_XFER,1879.53,,
DEBIT,03/06/2017,"FEDEXOFFICE   00051219 BELLINGHAM WA         03/04",-13.02,DEBIT_CARD,1904.53,,
DEBIT,03/06/2017,"ARAMARK ATRIUM POD BELLINGHAM WA             03/03",-2.15,DEBIT_CARD,1917.55,,
DEBIT,03/06/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/03",-6.57,DEBIT_CARD,1919.70,,
DEBIT,03/06/2017,"ARAMARK TOPIOS BELLINGHAM WA                 03/02",-8.46,DEBIT_CARD,1926.27,,
DEBIT,03/03/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         03/03",-80.92,DEBIT_CARD,1934.73,,
DEBIT,03/03/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         03/03",-3.24,DEBIT_CARD,2015.65,,
DEBIT,03/03/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/01",-0.17,DEBIT_CARD,2018.89,,
DEBIT,03/03/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        03/01",-3.26,DEBIT_CARD,2019.06,,
DEBIT,03/03/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        03/01",-6.14,DEBIT_CARD,2022.32,,
DEBIT,03/02/2017,"350.ORG 646-801-0759 NY                      03/01",-10.00,DEBIT_CARD,2028.46,,
DEBIT,03/02/2017,"WENDYS-SWL #4023 (9659) BELLINGHAM WA        03/02",-8.36,DEBIT_CARD,2038.46,,
DEBIT,03/02/2017,"WWU EMARKETS 360-650-3720 WA                 03/01",-10.00,DEBIT_CARD,2046.82,,
DEBIT,03/01/2017,"Online Transfer to  SAV ...9660 transaction#: 5975293246",-50.00,ACCT_XFER,2056.82,,
DEBIT,03/01/2017,"ARAMARK ROCKS EDGE CAFE BELLINGHAM WA        02/27",-3.58,DEBIT_CARD,2106.82,,
DEBIT,03/01/2017,"ARAMARK STARBUCKS BELLINGHAM WA              02/27",-5.49,DEBIT_CARD,2110.40,,
DEBIT,03/01/2017,"ARAMARK TOPIOS BELLINGHAM WA                 02/27",-8.24,DEBIT_CARD,2115.89,,
DEBIT,03/01/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        02/27",-1.63,DEBIT_CARD,2124.13,,
DEBIT,02/28/2017,"UBER   *US FEB27 5HDT 800-592-8996 CA        02/28",-8.26,DEBIT_CARD,2125.76,,
CREDIT,02/28/2017,"PAYPAL           TRANSFER                   PPD ID: PAYPALSD11",36.00,ACH_CREDIT,2134.02,,
DEBIT,02/27/2017,"76 - STARVIN SAMS 14 BELLINGHAM WA           02/26",-41.53,DEBIT_CARD,2098.02,,
DEBIT,02/27/2017,"BETH'S CAFE/ DUCK ISLAN SEATTLE WA           02/26",-16.20,DEBIT_CARD,2139.55,,
DEBIT,02/27/2017,"SQ *ERIN VANCE Seattle WA                    02/26",-10.25,DEBIT_CARD,2155.75,,
DEBIT,02/27/2017,"ARASHI RAMEN BALLARD SEATTLE WA              02/26",-19.54,DEBIT_CARD,2166.00,,
DEBIT,02/27/2017,"COMMUNITY FOOD CO-OP - BELLINGHAM WA 005388  02/25",-8.94,DEBIT_CARD,2185.54,,
DEBIT,02/27/2017,"WALGREENS STORE 125 S BELLINGHAM WA  415609  02/25",-5.50,DEBIT_CARD,2194.48,,
DEBIT,02/27/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/24",-6.14,DEBIT_CARD,2199.98,,
DEBIT,02/27/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/23",-3.68,DEBIT_CARD,2206.12,,
DEBIT,02/27/2017,"BOOMERS DRIVE IN BELLINGHAM WA               02/23",-6.05,DEBIT_CARD,2209.80,,
DEBIT,02/24/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/22",-5.82,DEBIT_CARD,2215.85,,
CREDIT,02/23/2017,"KEY CR. TRANSFER ONLINE-BK  017053538418362 WEB ID: 9000000008",1136.67,ACH_CREDIT,2221.67,,
DEBIT,02/22/2017,"WWU AS BOOKSTORE BELLINGHAM WA               02/21",-1.88,DEBIT_CARD,1085.00,,
CREDIT,02/22/2017,"ROBINHOOD (CRFN) ACH                        PPD ID: 1000101344",252.65,ACH_CREDIT,1086.88,,
DEBIT,02/21/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,834.23,,
DEBIT,02/21/2017,"PAYPAL           INST XFER  KIGOSAI         WEB ID: PAYPALSI77",-14.83,ACH_DEBIT,839.22,,
DEBIT,02/21/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-108.00,ACH_DEBIT,854.05,,
DEBIT,02/21/2017,"ATM WITHDRAWAL                       006736  02/201336 CORN",-40.00,ATM,962.05,,
DEBIT,02/21/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         02/20",-70.40,DEBIT_CARD,1002.05,,
DEBIT,02/21/2017,"VENMO 855-812-4430 NY                        02/20",-34.00,DEBIT_CARD,1072.45,,
DEBIT,02/21/2017,"COMMUNITY FOOD CO-OP - BELLINGHAM WA 438403  02/19",-9.03,DEBIT_CARD,1106.45,,
DEBIT,02/21/2017,"REGAL BARKLEY VILLAGE S BELLINGHAM WA        02/19",-16.71,DEBIT_CARD,1115.48,,
DEBIT,02/21/2017,"ASLAN BREWING CO BELLINGHAM WA               02/17",-32.24,DEBIT_CARD,1132.19,,
DEBIT,02/21/2017,"WWU EMARKETS 360-650-3720 WA                 02/17",-120.00,DEBIT_CARD,1164.43,,
DEBIT,02/21/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/17",-9.29,DEBIT_CARD,1284.43,,
DEBIT,02/17/2017,"FIAMMA BURGER BELLINGHAM WA                  02/16",-7.22,DEBIT_CARD,1293.72,,
DEBIT,02/17/2017,"ARAMARK TONYS AT MILLER BELLINGHAM WA        02/15",-8.20,DEBIT_CARD,1300.94,,
DEBIT,02/17/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/15",-10.37,DEBIT_CARD,1309.14,,
DEBIT,02/16/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         02/15",-75.83,DEBIT_CARD,1319.51,,
DEBIT,02/15/2017,"USCONNECT ADVANTAGE VEN FERNDALE WA          02/15",-2.00,DEBIT_CARD,1395.34,,
DEBIT,02/15/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        02/13",-6.29,DEBIT_CARD,1397.34,,
DEBIT,02/15/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        02/13",-1.29,DEBIT_CARD,1403.63,,
DEBIT,02/15/2017,"ARAMARK TONYS AT MILLER BELLINGHAM WA        02/13",-6.03,DEBIT_CARD,1404.92,,
CREDIT,02/15/2017,"IRS  TREAS 310     TAX REF                  PPD ID: 9111736946",733.00,ACH_CREDIT,1410.95,,
DEBIT,02/13/2017,"SQ *REDLIGHT BELLINGHAM Bellingham WA        02/12",-8.00,DEBIT_CARD,677.95,,
DEBIT,02/13/2017,"BOOMERS DRIVE IN BELLINGHAM WA               02/11",-9.94,DEBIT_CARD,685.95,,
DEBIT,02/13/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        02/10",-5.09,DEBIT_CARD,695.89,,
DEBIT,02/13/2017,"ARAMARK TONYS AT MILLER BELLINGHAM WA        02/10",-4.62,DEBIT_CARD,700.98,,
DEBIT,02/10/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,705.60,,
DEBIT,02/10/2017,"USCONNECT ADVANTAGE VEN FERNDALE WA          02/10",-1.25,DEBIT_CARD,710.59,,
DEBIT,02/09/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/07",-6.35,DEBIT_CARD,711.84,,
DEBIT,02/08/2017,"76 - STARVIN SAMS 14 BELLINGHAM WA           02/07",-40.81,DEBIT_CARD,718.19,,
DEBIT,02/08/2017,"WWU LIBRARY BELLINGHAM WA                    02/04",-34.00,DEBIT_CARD,759.00,,
DEBIT,02/07/2017,"RITE AID STORE - 5238 BELLINGHAM WA  423308  02/07",-4.65,DEBIT_CARD,793.00,,
DEBIT,02/07/2017,"HAGGEN FOOD #43 BELLINGHAM WA        703661  02/07",-10.48,DEBIT_CARD,797.65,,
DEBIT,02/07/2017,"PIZZA TIME BELLINGHAM WA                     02/05",-12.36,DEBIT_CARD,808.13,,
DEBIT,02/07/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/05",-6.69,DEBIT_CARD,820.49,,
DEBIT,02/06/2017,"AmazonPrime Membersh amzn.com/prme WA        02/03",-53.26,DEBIT_CARD,827.18,,
DEBIT,02/06/2017,"TRANSFER TO SAV XXXXX9660 02/06",-25.00,ACCT_XFER,880.44,,
DEBIT,02/06/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/04",-6.14,DEBIT_CARD,905.44,,
DEBIT,02/06/2017,"TACO TIME SAMISH BELLINGHAM WA               02/04",-10.08,DEBIT_CARD,911.58,,
DEBIT,02/06/2017,"ARAMARK ATRIUM POD BELLINGHAM WA             02/03",-3.26,DEBIT_CARD,921.66,,
DEBIT,02/06/2017,"ARAMARK ATRIUM POD BELLINGHAM WA             02/03",-5.52,DEBIT_CARD,924.92,,
DEBIT,02/06/2017,"BOOMERS DRIVE IN BELLINGHAM WA               02/02",-3.75,DEBIT_CARD,930.44,,
DEBIT,02/03/2017,"PAYPAL           INST XFER  NEKOKIN         WEB ID: PAYPALSI77",-15.00,ACH_DEBIT,934.19,,
DEBIT,02/03/2017,"USCONNECT ADVANTAGE VEN FERNDALE WA          02/03",-1.25,DEBIT_CARD,949.19,,
DEBIT,02/03/2017,"USCONNECT ADVANTAGE VEN FERNDALE WA          02/03",-2.00,DEBIT_CARD,950.44,,
DEBIT,02/03/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        02/01",-6.69,DEBIT_CARD,952.44,,
CREDIT,02/03/2017,"KEY CR. TRANSFER ONLINE-BK  017032743187705 WEB ID: 9000000008",155.00,ACH_CREDIT,959.13,,
DEBIT,02/02/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         02/02",-32.37,DEBIT_CARD,804.13,,
DEBIT,02/02/2017,"350.ORG 646-801-0759 NY                      02/01",-10.00,DEBIT_CARD,836.50,,
DSLIP,02/02/2017,"DEPOSIT  ID NUMBER 323893",50.00,DEPOSIT,846.50,,
DEBIT,02/01/2017,"Online Transfer to  SAV ...9660 transaction#: 5901902675",-50.00,ACCT_XFER,796.50,,
DEBIT,01/31/2017,"WWU AS BOOKSTORE BELLINGHAM WA               01/30",-8.94,DEBIT_CARD,846.50,,
DEBIT,01/30/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        01/27",-4.98,DEBIT_CARD,855.44,,
DEBIT,01/30/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        01/26",-6.69,DEBIT_CARD,860.42,,
DEBIT,01/30/2017,"ARAMARK TOPIOS BELLINGHAM WA                 01/26",-4.12,DEBIT_CARD,867.11,,
DEBIT,01/27/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-625.00,ACH_DEBIT,871.23,,
DEBIT,01/27/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         01/26",-97.79,DEBIT_CARD,1496.23,,
DEBIT,01/27/2017,"WWU PRINT AND COPY SERV BELLINGHAM WA        01/26",-4.00,DEBIT_CARD,1594.02,,
DEBIT,01/27/2017,"USCONNECT ADVANTAGE VEN FERNDALE WA          01/27",-2.00,DEBIT_CARD,1598.02,,
DEBIT,01/27/2017,"ARAMARK ATRIUM SUBWAY BELLINGHAM WA          01/25",-7.05,DEBIT_CARD,1600.02,,
DEBIT,01/27/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        01/25",-8.73,DEBIT_CARD,1607.07,,
CREDIT,01/26/2017,"ROBINHOOD (CRFN) ACH                        PPD ID: 1000101344",13.85,ACH_CREDIT,1615.80,,
CHECK,01/25/2017,"CHECK 143986374  ",-30.00,CHECK_PAID,1601.95,143986374,
DEBIT,01/25/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        01/23",-5.44,DEBIT_CARD,1631.95,,
DEBIT,01/25/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        01/23",-7.33,DEBIT_CARD,1637.39,,
CREDIT,01/25/2017,"RAISER,LLC       EDI PAYMNT 0177243505      CCD ID: 1800896455",10.42,ACH_CREDIT,1644.72,,
DEBIT,01/24/2017,"DICK'S DRIVE-IN WALLING SEATTLE WA           01/23",-9.64,DEBIT_CARD,1634.30,,
CREDIT,01/24/2017,"KEY CR. TRANSFER ONLINE-BK  017023377761582 WEB ID: 9000000008",1136.67,ACH_CREDIT,1643.94,,
DEBIT,01/23/2017,"SQ *MAN PIES Bellingham WA                   01/21",-21.82,DEBIT_CARD,507.27,,
DEBIT,01/23/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        01/20",-3.64,DEBIT_CARD,529.09,,
CREDIT,01/18/2017,"RAISER,LLC       EDI PAYMNT 0172908405      CCD ID: 1800896455",3.83,ACH_CREDIT,532.73,,
CREDIT,01/18/2017,"Lyft.com         TRANSFER   Lyft 01-17 Wkly CCD ID: WFMSTRIPE1",31.02,ACH_CREDIT,528.90,,
DEBIT,01/17/2017,"HAGGEN FOOD #43 BELLINGHAM WA        765994  01/17",-93.42,DEBIT_CARD,497.88,,
DEBIT,01/17/2017,"CHEVRON/SALMON SERVICE SEATTLE WA    087731  01/14",-41.67,DEBIT_CARD,591.30,,
DEBIT,01/17/2017,"THE MOUNT BAKERY BELLINGHAM WA               01/14",-42.15,DEBIT_CARD,632.97,,
DEBIT,01/17/2017,"ARAMARK ATRIUM POD BELLINGHAM WA             01/13",-7.92,DEBIT_CARD,675.12,,
DEBIT,01/17/2017,"ARAMARK UNDERGROUND COF BELLINGHAM WA        01/10",-2.71,DEBIT_CARD,683.04,,
DEBIT,01/13/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        01/11",-7.65,DEBIT_CARD,685.75,,
DEBIT,01/13/2017,"ARAMARK ZOES BOOKSIDE B BELLINGHAM WA        01/11",-7.44,DEBIT_CARD,693.40,,
DEBIT,01/13/2017,"GAMEWORKS SEATTLE SEATTLE WA                 12/30",-18.47,DEBIT_CARD,700.84,,
DEBIT,01/11/2017,"ARAMARK ATRIUM POD BELLINGHAM WA             01/09",-6.51,DEBIT_CARD,719.31,,
CREDIT,01/11/2017,"RAISER,LLC       EDI PAYMNT 0167874523      CCD ID: 1800896455",16.84,ACH_CREDIT,725.82,,
DEBIT,01/10/2017,"PAYPAL           INST XFER  XSOLLA          WEB ID: PAYPALSI77",-4.99,ACH_DEBIT,708.98,,
DEBIT,01/09/2017,"BOOMERS DRIVE IN BELLINGHAM WA               01/07",-9.94,DEBIT_CARD,713.97,,
DEBIT,01/09/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        01/06",-4.35,DEBIT_CARD,723.91,,
DEBIT,01/06/2017,"TRANSFER TO SAV XXXXX9660 01/06",-25.00,ACCT_XFER,728.26,,
DEBIT,01/06/2017,"ARAMARK MILLER MARKET P BELLINGHAM WA        01/04",-1.29,DEBIT_CARD,753.26,,
DEBIT,01/06/2017,"ARAMARK ATRIUM POD BELLINGHAM WA             01/04",-8.24,DEBIT_CARD,754.55,,
DEBIT,01/05/2017,"PAYPAL           INST XFER  SLHOMEWORK      WEB ID: PAYPALSI77",-22.50,ACH_DEBIT,762.79,,
DEBIT,01/05/2017,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-41.49,ACH_DEBIT,785.29,,
DEBIT,01/04/2017,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         01/04",-64.05,DEBIT_CARD,826.78,,
CREDIT,01/04/2017,"Lyft.com         TRANSFER   Lyft 01-03 Wkly CCD ID: WFMSTRIPE1",3.00,ACH_CREDIT,890.83,,
DEBIT,01/03/2017,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-11.72,ACH_DEBIT,887.83,,
DEBIT,01/03/2017,"WHOLEFDS BLW#106 1030 BELLINGHAM WA  363942  01/03",-17.33,DEBIT_CARD,899.55,,
DEBIT,01/03/2017,"NBG LLC NORTH BEND WA                746859  01/02",-6.33,DEBIT_CARD,916.88,,
DEBIT,01/03/2017,"FB *Robert Berman pay.fb.com CA              01/02",-12.00,DEBIT_CARD,923.21,,
DEBIT,01/03/2017,"RAZZAL'S AT SMOKEY P ARLINGTON WA            12/31",-30.11,DEBIT_CARD,935.21,,
DEBIT,01/03/2017,"STARBUCKS STORE 20088 SEATTLE WA             12/31",-12.33,DEBIT_CARD,965.32,,
DEBIT,01/03/2017,"IMPARK00250145A SEATTLE WA                   12/31",-21.00,DEBIT_CARD,977.65,,
DEBIT,01/03/2017,"TROPHY CUPCAKES SEATTLE WA                   12/31",-10.30,DEBIT_CARD,998.65,,
DEBIT,01/03/2017,"LYFT   *RIDE SAT 10AM LYFT.COM CA            12/31",-8.14,DEBIT_CARD,1008.95,,
DEBIT,01/03/2017,"GAMEWORKS SEATTLE WA                         12/30",-22.00,DEBIT_CARD,1017.09,,
DEBIT,01/03/2017,"JOHNNY ROCKETS 239 SEATTLE WA                12/30",-10.44,DEBIT_CARD,1039.09,,
DEBIT,01/03/2017,"SHELL Service Station SEATTLE WA     079557  12/30",-12.25,DEBIT_CARD,1049.53,,
DEBIT,01/03/2017,"CHEVRON 0211635 BELLINGHAM WA                12/30",-15.71,DEBIT_CARD,1061.78,,
DEBIT,01/03/2017,"GREEN FROG BELLINGHAM WA                     12/29",-11.50,DEBIT_CARD,1077.49,,
DEBIT,01/03/2017,"Lyft 01-01 Exp Visa Direct CA        002297  01/01",380.78,DEBIT_CARD,1088.99,,
DEBIT,12/30/2016,"Online Transfer to  SAV ...9660 transaction#: 5834453776",-50.00,ACCT_XFER,708.21,,
DEBIT,12/29/2016,"FRED MEYE FRED MEYER 0 BELLINGHAM WA         12/29",-6.86,DEBIT_CARD,758.21,,
DEBIT,12/29/2016,"UNICORN/NARWHAL SEATTLE WA                   12/27",-25.13,DEBIT_CARD,765.07,,
DEBIT,12/29/2016,"DICK'S DRIVE-IN BROADWA SEATTLE WA           12/27",-3.40,DEBIT_CARD,790.20,,
DEBIT,12/28/2016,"PAYPAL           INST XFER  HAYLEYGG689     WEB ID: PAYPALSI77",-625.00,ACH_DEBIT,793.60,,
DEBIT,12/28/2016,"CHEVRON 0207721 SEATTLE WA                   12/28",-39.81,DEBIT_CARD,1418.60,,
CREDIT,12/28/2016,"RAISER,LLC       EDI PAYMNT 0159396365      CCD ID: 1800896455",95.50,ACH_CREDIT,1458.41,,
DEBIT,12/27/2016,"PAYPAL           INST XFER  REDDIT GOLD     WEB ID: PAYPALSI77",-3.99,ACH_DEBIT,1362.91,,
DEBIT,12/27/2016,"PAYPAL           INST XFER  REDDIT GOLD     WEB ID: PAYPALSI77",-3.99,ACH_DEBIT,1366.90,,
DEBIT,12/27/2016,"OREILLY AUTO PARTS 252 SEATTLE WA            12/27",-8.22,DEBIT_CARD,1370.89,,
DEBIT,12/27/2016,"OREILLY AUTO PARTS 252 SEATTLE WA            12/27",-13.69,DEBIT_CARD,1379.11,,
DEBIT,12/27/2016,"EAGLE HARBOR BOOKS BAINBRIDGE IS WA          12/24",-23.90,DEBIT_CARD,1392.80,,
DEBIT,12/27/2016,"SUBWAY        01466374 SEATTLE WA            12/24",-8.93,DEBIT_CARD,1416.70,,
DEBIT,12/27/2016,"SQ *THE HANDMADE SHOWRO Seattle WA           12/23",-23.02,DEBIT_CARD,1425.63,,
DEBIT,12/27/2016,"SQ *THE HANDMADE KITCHE Seattle WA           12/23",-36.17,DEBIT_CARD,1448.65,,
DEBIT,12/27/2016,"STARBUCKS STORE 24666 SEATTLE WA             12/23",-35.00,DEBIT_CARD,1484.82,,
DEBIT,12/27/2016,"IMPARK00250058U SEATTLE WA                   12/24",-7.35,DEBIT_CARD,1519.82,,
